name,Frequency,Intensity
blow,3380.712890625,2.1061210445547434
blow,3391.4794921875,-2.053600064138044
blow,3402.24609375,-8.942401330140143
blow,3413.0126953125,-6.436852441224007
blow,3423.779296875,-17.201296323969377
blow,3434.5458984375,-7.180540755063812
blow,3445.3125,-10.195310882009512
blow,3456.0791015625,-6.128183688062122
blow,3466.845703125,-4.019160911227575
blow,3477.6123046875,-20.014788182194398
blow,3488.37890625,-10.134036439662463
blow,3499.1455078125,-7.61629616272643
blow,3509.912109375,-10.350071945831532
blow,3520.6787109375,-12.263796946201316
blow,3531.4453125,-10.612606431551608
blow,3542.2119140625,-5.86220534663359
blow,3552.978515625,-2.376496017371424
blow,3563.7451171875,-0.23388355467633376
blow,3574.51171875,-3.1137749848191087
blow,3585.2783203125,-6.59568735834744
blow,3596.044921875,-1.0250987413470993
blow,3606.8115234375,1.8101092096086782
blow,3617.578125,-1.693760987566907
blow,3628.3447265625,-6.021888637620193
blow,3639.111328125,-2.4311917519597444
blow,3649.8779296875,-9.08896154582885
blow,3660.64453125,-4.056576976677826
blow,3671.4111328125,1.8892898363707877
blow,3682.177734375,1.3486594793038025
blow,3692.9443359375,-5.533288380325121
blow,3703.7109375,-7.345693036605666
blow,3714.4775390625,-9.14562088735511
blow,3725.244140625,-14.478915976350454
blow,3736.0107421875,-8.939899700694363
blow,3746.77734375,-2.5339314833283644
blow,3757.5439453125,-1.7996769002974466
blow,3768.310546875,-5.746987385692571
blow,3779.0771484375,-13.138258925837999
blow,3789.84375,-15.149785849193584
blow,3800.6103515625,-7.221050071619894
blow,3811.376953125,-10.554337396419154
blow,3822.1435546875,-12.574227620534224
blow,3832.91015625,-3.2654982908595294
blow,3843.6767578125,-3.7003174489898423
blow,3854.443359375,-10.881101574624633
blow,3865.2099609375,-12.01878026538598
blow,3875.9765625,-19.5527269179042
blow,3886.7431640625,-12.337210559451925
blow,3897.509765625,-17.79053600956236
blow,3908.2763671875,-8.516770549090278
blow,3919.04296875,-9.76008863105206
blow,3929.8095703125,-10.229847438579265
blow,3940.576171875,-8.537455577839847
blow,3951.3427734375,-19.29572637711972
blow,3962.109375,-18.444983077409237
blow,3972.8759765625,-11.56317731518374
blow,3983.642578125,-12.729579985215507
blow,3994.4091796875,-22.837466329278904
blow,4005.17578125,-18.41465522200768
blow,4015.9423828125,-10.81215256727318
blow,4026.708984375,-15.987336530185036
blow,4037.4755859375,-18.164588269136615
blow,4048.2421875,-12.83577661042277
blow,4059.0087890625,-11.493906045728961
blow,4069.775390625,-10.427403588090938
blow,4080.5419921875,-14.186102353763943
blow,4091.30859375,-14.48712058123526
blow,4102.0751953125,-9.260027659574963
blow,4112.841796875,-18.89735642442767
blow,4123.6083984375,-14.166975139242602
blow,4134.375,-20.95575883602415
blow,4145.1416015625,-19.146804071097026
blow,4155.908203125,-13.315581888346157
blow,4166.6748046875,-6.433904703771268
blow,4177.44140625,-5.669147142798984
blow,4188.2080078125,-8.300224864196302
blow,4198.974609375,-20.484437736328353
blow,4209.7412109375,-18.292604032560998
blow,4220.5078125,-14.866827843602016
blow,4231.2744140625,-7.897477151086214
blow,4242.041015625,-10.168734400256955
blow,4252.8076171875,-7.81661863971687
blow,4263.57421875,-9.497047119886531
blow,4274.3408203125,-18.134069070281168
blow,4285.107421875,-11.098949229495513
blow,4295.8740234375,-9.024884355984959
blow,4306.640625,-14.610283887994655
blow,4317.4072265625,-32.47385531594755
blow,4328.173828125,-9.922104440152982
blow,4338.9404296875,-12.159094359108613
blow,4349.70703125,-14.351176796619916
blow,4360.4736328125,-29.154739335122834
blow,4371.240234375,-15.790536521390939
blow,4382.0068359375,-8.276410059968848
blow,4392.7734375,-8.092386561436575
blow,4403.5400390625,-11.551456251897834
blow,4414.306640625,-6.071133676329794
blow,4425.0732421875,-12.538175623392595
blow,4435.83984375,-25.218441609836205
blow,4446.6064453125,-23.277970416234105
blow,4457.373046875,-8.103057169891754
blow,4468.1396484375,-9.687775955447165
blow,4478.90625,-12.851822124483515
blow,4489.6728515625,-20.761234701356734
blow,4500.439453125,-16.286170911769325
blow,4511.2060546875,-12.466947915979482
blow,4521.97265625,-15.146809855663184
blow,4532.7392578125,-9.792764008655247
blow,4543.505859375,-5.8347604962250355
blow,4554.2724609375,-6.6192998756156785
blow,4565.0390625,-8.991898086133736
blow,4575.8056640625,-7.824145334369
blow,4586.572265625,-5.273618840857108
blow,4597.3388671875,-10.52660384781838
blow,4608.10546875,-13.09815779179537
blow,4618.8720703125,-17.023323388099158
blow,4629.638671875,-10.432252994019082
blow,4640.4052734375,-12.252726776713692
blow,4651.171875,-7.54387511378516
blow,4661.9384765625,-7.444544549335429
blow,4672.705078125,-16.48378458187078
blow,4683.4716796875,-9.90586566791097
blow,4694.23828125,-11.536725529369598
blow,4705.0048828125,-17.74122475675917
blow,4715.771484375,-15.420335788859276
blow,4726.5380859375,-13.107903546345351
blow,4737.3046875,-16.150847723357977
blow,4748.0712890625,-28.325004364782327
blow,4758.837890625,-20.824515782280002
blow,4769.6044921875,-27.81349678057316
blow,4780.37109375,-12.634326145968124
blow,4791.1376953125,-8.390902815897329
blow,4801.904296875,-17.246531294965738
blow,4812.6708984375,-8.276210132964513
blow,4823.4375,-9.155913847403838
blow,4834.2041015625,-8.83449182165193
blow,4844.970703125,-12.401481618026812
blow,4855.7373046875,-23.609058600187453
blow,4866.50390625,-22.51256700569349
blow,4877.2705078125,-14.2949697735178
blow,4888.037109375,-14.671749024719645
blow,4898.8037109375,-21.912827778764488
blow,4909.5703125,-19.827208577040274
blow,4920.3369140625,-25.04162769501425
blow,4931.103515625,-15.667177335281616
blow,4941.8701171875,-15.513020711908192
blow,4952.63671875,-11.842186047809594
blow,4963.4033203125,-23.101739638588214
blow,4974.169921875,-26.323019938612777
blow,4984.9365234375,-19.44367036040927
blow,4995.703125,-13.595284360303223
blow,5006.4697265625,-15.949096412822552
blow,5017.236328125,-19.11569575157399
blow,5028.0029296875,-16.753204553457767
blow,5038.76953125,-14.02404547051302
blow,5049.5361328125,-15.74789354223261
blow,5060.302734375,-21.837118706292344
blow,5071.0693359375,-17.119413312242237
blow,5081.8359375,-13.877915570623971
blow,5092.6025390625,-22.571560286138425
blow,5103.369140625,-12.539663959810268
blow,5114.1357421875,-10.227500152012862
blow,5124.90234375,-11.463871663197416
blow,5135.6689453125,-18.334057625749328
blow,5146.435546875,-15.366007630275465
blow,5157.2021484375,-19.90815489772921
blow,5167.96875,-24.659249126587675
blow,5178.7353515625,-23.594418387085515
blow,5189.501953125,-16.207909595257455
blow,5200.2685546875,-9.422254071383797
blow,5211.03515625,-10.979573382837879
blow,5221.8017578125,-17.610330824333367
blow,5232.568359375,-14.810349659134083
blow,5243.3349609375,-12.17164523474159
blow,5254.1015625,-10.645635403066178
blow,5264.8681640625,-9.413617698523026
blow,5275.634765625,-20.788233386276556
blow,5286.4013671875,-19.52991515057538
