Filename,var1,var2,Vowel,seg_Start,seg_End,t,t_ms,f0,H1H2c,CPP,ATR,Gender
Attah-021_mono,Attah-021,mono,i,75.754,75.881,1,75.759,139.288,8.482,15.336,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,2,75.764,141.178,8.041,20.049,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,3,75.769,143.069,8.569,17.407,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,4,75.774,144.841,9.652,21.96,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,5,75.779,146.593,10.193,21.714,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,6,75.784,148.345,10.244,21.392,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,7,75.789,148.683,10.511,23.739,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,8,75.794,148.771,10.148,25.216,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,9,75.799,148.858,9.82,24.977,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,10,75.804,148.484,10.229,21.559,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,11,75.809,148.028,10.656,21.218,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,12,75.814,147.571,10.273,21.917,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,13,75.819,147.294,10.407,22.079,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,14,75.824,147.048,10.598,23.859,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,15,75.829,146.802,10.485,20.235,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,16,75.834,146.418,10.243,16.448,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,17,75.839,146.01,9.946,16.188,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,18,75.844,145.602,7.022,11.276,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,19,75.849,144.658,4.283,12.737,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,20,75.854,143.62,6.498,12.338,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,21,75.859,142.582,3.663,12.204,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,22,75.864,142.426,3.787,16.25,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,23,75.869,142.427,4.453,12.25,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,24,75.874,142.428,4.508,14.424,+ATR,M
Attah-021_mono,Attah-021,mono,i,75.754,75.881,25,75.879,142.774,10.812,13.154,+ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,1,77.389,141.668,14.513,17.502,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,2,77.394,142.969,11.394,16.143,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,3,77.399,143.862,9.779,17.082,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,4,77.404,144.755,7.332,12.031,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,5,77.409,145.168,5.776,21.993,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,6,77.414,145.453,4.041,23.291,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,7,77.419,145.739,2.707,25.325,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,8,77.424,146.466,3.181,21.384,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,9,77.429,147.311,4.245,25.335,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,10,77.434,148.156,4.737,24.314,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,11,77.439,149.122,5.556,23.736,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,12,77.444,150.12,6.085,22.413,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,13,77.449,151.119,6.136,22.06,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,14,77.454,151.621,6.132,25.668,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,15,77.459,151.991,6.199,24.63,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,16,77.464,152.362,6.157,25.158,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,17,77.469,152.239,5.956,22.857,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,18,77.474,151.987,6.135,22.783,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,19,77.479,151.735,6.731,22.627,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,20,77.484,151.412,7.329,21.881,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,21,77.489,151.071,7.984,18.226,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,22,77.494,150.73,8.829,17.219,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,23,77.499,150.651,10.165,16.943,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,24,77.504,150.641,12.06,16.714,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,25,77.509,150.632,14.866,16.145,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,26,77.514,150.547,19.076,14.116,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,27,77.519,150.442,22.284,13.148,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,28,77.524,150.337,17.502,13.797,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,29,77.529,149.412,16.279,11.461,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,30,77.534,148.269,14.804,12.497,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,31,77.539,147.127,12.079,13.765,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,32,77.544,145.229,12.89,15.912,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,33,77.549,143.133,10.585,10.457,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,34,77.554,141.036,14.115,12.67,-ATR,M
Attah-021_mono,Attah-021,mono,ɪ,77.384,77.561,35,77.559,140.597,11.331,13.222,-ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,1,79.601,0,0,12.332,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,2,79.606,154.343,12.678,10.73,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,3,79.611,154.192,7.876,13.506,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,4,79.616,152.277,7.436,12.297,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,5,79.621,150.362,7.639,16.881,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,6,79.626,148.444,7.415,21.038,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,7,79.631,146.493,6.642,18.044,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,8,79.636,144.542,5.133,24.258,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,9,79.641,142.729,4.368,26.366,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,10,79.646,142.533,4.673,25.199,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,11,79.651,142.337,4.765,25.561,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,12,79.656,142.142,5.149,26.149,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,13,79.661,141.957,5.975,25.291,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,14,79.666,141.772,7.095,25.065,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,15,79.671,141.542,8.275,23.391,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,16,79.676,140.791,9.937,18.629,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,17,79.681,140.039,10.43,19.486,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,18,79.686,139.204,11.086,16.465,+ATR,M
Attah-021_mono,Attah-021,mono,e,79.595,79.691,19,79.691,137.4,13.1,13.082,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,1,80.75,0,0,11.815,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,2,80.755,0,0,14.207,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,3,80.76,137.475,-3.813,12.623,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,4,80.765,137.4,-0.426,21.851,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,5,80.77,135.788,2.234,24.983,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,6,80.775,134.176,3.647,22.645,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,7,80.78,132.543,3.938,24.531,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,8,80.785,130.493,3.895,22.134,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,9,80.79,128.443,3.908,23.006,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,10,80.795,126.428,4.301,24.285,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,11,80.8,125.139,4.502,17.818,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,12,80.805,123.85,4.815,22.153,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,13,80.81,122.589,4.908,22.63,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,14,80.815,121.892,6.433,17.651,+ATR,M
Attah-021_mono,Attah-021,mono,ɛ,80.745,80.823,15,80.82,121.194,16.688,13.184,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,1,81.91,0,0,10.8,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,2,81.915,0,0,14.531,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,3,81.92,0,0,13.214,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,4,81.925,0,0,14.013,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,5,81.93,0,0,14.551,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,6,81.935,0,0,17.991,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,7,81.94,0,0,11.594,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,8,81.945,131.898,7.083,19.207,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,9,81.95,131.898,6.482,14.211,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,10,81.955,132.22,5.292,20.391,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,11,81.96,132.556,3.47,18.227,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,12,81.965,132.893,4.35,15.155,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,13,81.97,132.27,6.046,19.381,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,14,81.975,131.604,5.814,20.204,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,15,81.98,130.938,6.329,17.279,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,16,81.985,129.954,6.207,19.385,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,17,81.99,128.956,7.368,16.212,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,18,81.995,127.958,10.187,13.692,+ATR,M
Attah-021_mono,Attah-021,mono,æ,81.904,81.999,19,82,127.884,16.183,12.095,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,1,82.105,151.367,9.5,16.996,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,2,82.11,153.401,9.724,14.758,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,3,82.115,155.435,9.797,17.522,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,4,82.12,156.492,10.406,18.776,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,5,82.125,157.458,10.413,22.963,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,6,82.13,158.423,10.246,25.094,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,7,82.135,158.695,10.24,26.255,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,8,82.14,158.903,10.175,24.67,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,9,82.145,159.11,9.981,24.889,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,10,82.15,159.078,9.804,22.141,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,11,82.155,159.024,9.314,19.54,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,12,82.16,158.969,8.954,20.992,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,13,82.165,158.708,9.147,20.494,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,14,82.17,158.427,9.038,19.359,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,15,82.175,158.147,8.249,19.501,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,16,82.18,157.24,7.782,15.329,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,17,82.185,156.275,7.352,17.771,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,18,82.19,155.311,6.734,13.875,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,19,82.195,153.48,5.513,12.551,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,20,82.2,151.569,5.648,12.576,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,21,82.205,149.659,9.569,11.079,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,22,82.21,148.273,4.334,12.938,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,23,82.215,146.937,6.016,17.064,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,24,82.22,145.6,6.347,13.068,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,25,82.225,144.949,5.649,12.736,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,26,82.23,144.361,9.055,10.988,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,27,82.235,143.773,10.539,13.099,+ATR,M
Attah-021_mono,Attah-021,mono,u,82.099,82.24,28,82.24,143.723,10.836,13.516,+ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,1,83.666,158.808,8.642,11.849,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,2,83.671,156.403,6.4,11.173,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,3,83.676,154.168,6.998,14.692,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,4,83.681,152.709,6.422,16.932,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,5,83.686,151.249,4.478,21.047,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,6,83.691,149.864,4.33,21.016,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,7,83.696,148.823,6.103,29.79,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,8,83.701,147.781,5.393,30.943,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,9,83.706,146.776,4.849,26.22,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,10,83.711,145.933,4.607,23.897,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,11,83.716,145.091,4.457,23.445,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,12,83.721,144.202,4.597,21.798,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,13,83.726,143.099,4.783,16.3,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,14,83.731,141.997,5.905,18.571,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,15,83.736,140.969,6.779,13.164,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,16,83.741,140.279,6.731,15.523,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,17,83.746,139.589,7.329,15.824,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,18,83.751,138.994,9.02,15.218,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,19,83.756,138.832,13.452,12.379,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,20,83.761,138.669,14.002,16.809,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,21,83.766,138.935,12.09,12.369,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,83.661,83.775,22,83.771,141.152,13.6,12.894,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,1,89.584,144.906,17.199,12.58,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,2,89.589,141.344,14.713,12.134,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,3,89.594,136.922,10.596,13.704,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,4,89.599,132.501,8.245,14.616,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,5,89.604,129.664,7.058,18.243,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,6,89.609,127.209,5.862,16.086,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,7,89.614,124.754,5.791,18.109,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,8,89.619,122.517,6.152,18.001,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,9,89.624,120.331,5.935,15.733,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,10,89.629,118.145,5.345,19.479,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,11,89.634,115.346,4.619,13.297,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,12,89.639,112.399,3.815,20.381,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,13,89.644,109.452,4.045,11.226,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,14,89.649,106.745,4.392,13.038,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,15,89.654,104.096,4.897,14.523,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,16,89.659,101.448,4.793,13.374,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,17,89.664,99.459,4.025,13.5,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,18,89.669,97.631,5.042,12.885,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,19,89.674,95.802,6.689,11.641,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,20,89.679,95.446,6.976,14.881,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,21,89.684,0,0,12.635,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,22,89.689,0,0,10.918,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,23,89.694,0,0,13.154,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,24,89.699,0,0,12.143,-ATR,M
Attah-021_mono,Attah-021,mono,ʊ,89.579,89.708,25,89.704,0,0,16.788,-ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,1,90.813,0,0,12.295,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,2,90.818,0,0,15.123,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,3,90.823,143.719,-5.528,13.834,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,4,90.828,143.719,-0.851,10.961,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,5,90.833,143.373,0.743,16.256,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,6,90.838,142.772,1.587,20.209,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,7,90.843,142.171,3.394,16.45,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,8,90.848,140.978,4.362,15.763,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,9,90.853,139.349,5.626,20.65,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,10,90.858,137.72,5.96,16.637,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,11,90.863,136.744,6.104,18.715,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,12,90.868,136.252,6.37,14.427,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,13,90.873,135.759,6.793,15.997,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,14,90.878,135.38,6.551,19.623,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,15,90.883,135.085,5.684,20.059,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,16,90.888,134.789,6.247,18.009,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,17,90.893,133.849,6.979,16.556,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,18,90.898,132.434,6.711,14.771,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,19,90.903,131.019,6.213,13.386,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,20,90.908,129.862,6.036,14.026,+ATR,M
Attah-021_mono,Attah-021,mono,o,90.808,90.917,21,90.913,128.893,5.998,14.327,+ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,1,92.448,161.352,6.447,13.18,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,2,92.453,160.031,5.086,14.121,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,3,92.458,157.519,5.314,16.144,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,4,92.463,155.007,5.136,27.342,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,5,92.468,152.927,5.213,24.12,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,6,92.473,151.237,6.619,23.946,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,7,92.478,149.546,7.826,18.842,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,8,92.483,148.25,6.755,21.917,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,9,92.488,147.311,6.195,24.55,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,10,92.493,146.371,6.095,23.339,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,11,92.498,145.345,6.352,16.409,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,12,92.503,144.243,7.04,14.648,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,13,92.508,143.141,8.332,13.844,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,14,92.513,142.284,10.58,16.181,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,15,92.518,141.648,17.045,11.143,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,16,92.523,141.012,16.458,11.679,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,17,92.528,141.32,12.508,14.904,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,18,92.533,142.48,11.538,13.066,-ATR,M
Attah-021_mono,Attah-021,mono,ɔ,92.442,92.538,19,92.538,143.64,13.82,13.349,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,1,93.579,0,0,13.005,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,2,93.584,0,0,12.463,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,3,93.589,0,0,13.163,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,4,93.594,0,0,13.9,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,5,93.599,124.853,6.859,16.46,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,6,93.604,124.853,5.454,12.72,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,7,93.609,123.073,4.757,19.17,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,8,93.614,121.018,5.014,15.119,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,9,93.619,118.963,5.577,17.582,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,10,93.624,117.764,7.013,14.388,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,11,93.629,116.697,8.177,12.857,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,12,93.634,115.629,7.678,14.277,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,13,93.639,115.106,10.019,10.82,-ATR,M
Attah-021_mono,Attah-021,mono,a,93.574,93.646,14,93.644,114.666,17.138,12.299,-ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,1,68.241,131.537,12.101,14.041,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,2,68.246,131.24,15.27,12.645,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,3,68.251,130.944,14.741,13.773,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,4,68.256,130.742,16.055,14.437,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,5,68.261,130.616,16.073,16.892,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,6,68.266,130.491,16.591,17.625,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,7,68.271,130.324,17.819,19.079,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,8,68.276,130.123,18.298,18.022,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,9,68.281,129.922,18.675,16.697,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,10,68.286,129.568,18.977,18.423,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,11,68.291,129.088,18.738,17.847,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,12,68.296,128.609,17.982,21.045,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,13,68.301,127.86,17.408,19.617,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,14,68.306,126.892,16.243,15.109,+ATR,M
Boampong-009_mono,Boampong-009,mono,i,68.235,68.395,15,68.311,125.923,14.643,12.78,+ATR,M
